,,,
조별과제,참여자 이름,대화 유형,내용
2,A(2),의견 및 일정조율,나 9시
2,A(2),의견 및 일정조율,내일 f45 시간 변경돼서
2,A(2),의견 및 일정조율,저는 내일 2시 이후로 가능합니다
2,A(2),의견 및 일정조율,시간 되시는 분들
2,A(2),의견 및 일정조율,2시?
2,A(2),의견 및 일정조율,5시?
2,B(2),의견,아 맞다 …
2,B(2),의견,오늘 밤 9시요 ?!!!!
2,B(2),의견,7시쯤에 다같이 카톡하면서 할까용
2,B(2),의견,별로 할거없다고 듣긴했다만 ..
2,B(2),의견,나 있을걸
2,B(2),의견,뭘 하는거였죠 ….
2,B(2),의견,그럼 *이랑 나랑 environment 할게 !
2,B(2),의견,어떻게 써야할지 모르겠어여..
2,B(2),의견,그러니까..
2,B(2),의견,diseases는 포스트잇 두 개밖에 없어서 더 쓸게 없는데
2,B(2),의견,도와주세여ㅠㅠㅠㅠ위기다
2,B(2),의견,고마워 해볼게..
2,B(2),의견,*이랑 나 diseases 파트는 끝났어요 ~!
2,B(2),의견,다 한건가 그러면 ?!!!!
2,B(2),의견,슬랙에 제출하면되나
2,B(2),의견,lxp에 올리는건가봐요
2,B(2),의견,제가 했어요
2,B(2),의견,강의실 이름 머야
2,B(2),의견,우리 과제 언제할까
2,B(2),의견,화요일 자정까지 제출이래
2,B(2),의견,다들 읽으면 답 좀 ~
2,B(2),의견,아니면 지금 할까여
2,B(2),의견,오늘까지 제출이라는데…?
2,B(2),의견,뭘 고치라는거지
2,B(2),의견,질문..?
2,B(2),의견,그때 우리 10명 아니고 8명이라
2,B(2),의견,하나 버리라 하지 않았나
2,B(2),의견,ㅏ맞ㅇ
2,B(2),의견,멘탈리티 버리자
2,B(2),의견,그래그래
2,B(2),의견,situational 하는 사람 두명 질문 넣어줘
2,B(2),의견,원래 했던대로 각자 맡은 파트 두명씩 하자
2,B(2),의견,화살표 어디서 해 ..?
2,B(2),의견,줄 어떻게 그어 *아...
2,B(2),의견,근데 뭘 연결하라는건지 잘 모르겠음 ㅠ
2,B(2),의견,무슨 기준이지
2,B(2),의견,아
2,B(2),의견,포스트잇엔 뭘 쓰는거야..?
2,B(2),의견,Tuesday midnight이 오늘일까 내일일까
2,B(2),의견,우리 다 한건가..?
2,B(2),의견,제출 아직 안했죠
2,B(2),의견,*이가 health 부분 마무리하면 될듯
2,B(2),의견,다들 이름 쓰래
2,B(2),의견,우리 오늘 웨이브 …?
2,B(2),의견,나랑 *이는 안가도 되지 ..?!!!!
2,B(2),의견,아 궁금하다 봐야지 ~
2,B(2),의견,잘했다 우리 !!!!
2,B(2),의견,출석 해써 ?
2,B(2),의견,맘대로 앉는겨 ?????
2,B(2),의견,우리 4층이야 …?
2,B(2),의견,고마오
2,B(2),의견,우리 내일까지 그룹과제 내야해
2,B(2),의견,미로 …?
2,B(2),의견,저번 수업시간에 한거 제출하는건가
2,B(2),의견,지금까지 한거 최종적으로 캡쳐해서 올리는건가봐
2,B(2),의견,우리 더이상 수정할거없나 ?!
2,B(2),의견,그런가봐
2,B(2),의견,내가 이따 10시쯤 제출할게 그러면
2,B(2),의견,슬랙에 올리는거겠지
2,B(2),의견,??
2,B(2),의견,내가 제출하고 톡 보낼게 나 아직 소개 안채워가지구!!
2,B(2),의견,스크립트는 뭐지 근데
2,B(2),의견,그때 그 영화 대번인가
2,B(2),의견,아 있다
2,B(2),의견,다 올리는중
2,B(2),의견,캡쳐할게 너무 많아 ….
2,B(2),의견,괜찮나 봐바 올렸어
2,B(2),의견,너무 크게 캡쳐해서 화질이 깨지긴 하는데 괜찮겠지
2,B(2),의견,휴 ~
2,B(2),의견,개인과제가 이거 각자 채우는거여 ..?
2,B(2),의견,아 얘들아 우리 오늘 분류한거중에 조사하는게 아니라
2,B(2),의견,옆에 열개 중에 나누는거라는데...?
2,B(2),의견,나도 걍 필수만 할래....
2,B(2),의견,기한 좀 늘려주시지 너무해 ;;
2,B(2),의견,이거챙기다가 화학 망할거같은데
2,B(2),의견,할거면 12시까지 그거만 해야할듯
2,B(2),의견,내 주변에도 필수만 하던데
2,B(2),의견,걍 필수만 ㄱㄱ
2,B(2),의견,화학도 다 못해서 어쩔 수 없어유 ~~
2,B(2),의견,아마두?
2,B(2),의견,우리 오늘도 4층이야 ?!
2,B(2),의견,그럼 바꾸자
2,B(2),의견,완벽하게 까먹었다 나도
2,B(2),의견,우리 3층이야 ….?
2,B(2),의견,내일까지 인터뷰 아닌가 ?
2,B(2),의견,그런거같은데 다른사람들 읽고 알려줘 ㅠ
2,B(2),의견,인터뷰 미로 채우는거 오늘까지야 ㅠ 다들 채워줘 ~~!
2,B(2),의견,빈칸 짱많음 ㅠ
2,B(2),의견,여러분
2,B(2),의견,내일까지 뭐 과제가 또있다는데
2,B(2),의견,제발 아니라고 해줘
2,B(2),의견,하 진짜 오바야
2,B(2),의견,난 오늘 못갈거같아 ㅜㅜㅜㅜㅜ 갑자기 새벽부터 몸이 안좋아서 ..😢😢 미안 ㅠㅠㅠㅠㅠ
2,B(2),의견,저번주에 안가서 뭐했는지를 몰라서 과제를 못하겠는데 ㅠ
2,B(2),의견,내일까지 과제 있는거 아냐 ..?
2,B(2),의견,저번주에 머했어 혹시 ..
2,B(2),의견,무슨 시각자료 만들어서 올리라는데 ?
2,B(2),의견,모순을 표현하는겨 ?
2,B(2),의견,몇 시에 할까요 여러분 ..
2,B(2),의견,내일 1시까지
2,B(2),의견,다같이 안해도되나
2,B(2),의견,어디서 봐
2,B(2),의견,그럼 오늘 밤에 하는게 아니라 낼 가서 직접 만드는게 과제인건가
2,B(2),의견,이따 11시에 다같이 구상하고 내일 셋이 만들면 돼 그럼 ?
2,B(2),의견,신청된거겠지 ?!
2,B(2),의견,내일 만들 수 있는 사람 ~
2,B(2),의견,톡으로 해도 될듯 아이디어 내는거라 ?
2,B(2),의견,다들 어디갔나
2,B(2),의견,내일 쓸 수 있는 재료가 ..
2,B(2),의견,일단 이거부터 하고하자
2,B(2),의견,잉 아 그래 ?
2,B(2),의견,그거 먼저 해야 하는거?
2,B(2),의견,근데 이 시제품 만드는거랑은 상관없는거아냐?
2,B(2),의견,이어지는건가
2,B(2),의견,인터뷰 조 그대로 두 명씩 쓰자 그럼
2,B(2),의견,어 처음 두 명 다 쓰고 말해조
2,B(2),의견,미술 아냐 ?
2,B(2),의견,어렵다
2,B(2),의견,그거 나랑 *이가 해볼게 그럼
2,B(2),의견,나도 그거 모르겠어 ..
2,B(2),의견,세 번째칸 * *이 쓸거야 ?
2,B(2),의견,저게 제일 괜찮으려나 만들기에 ?
2,B(2),의견,ㄱㄱ..
2,B(2),의견,쓰고 알려줘 ..
2,B(2),의견,그래서 내일 직접 만드는 사람 누구누구 할거야
2,B(2),의견,나 노천에서 이제 나가 !
2,B(2),의견,어디로가 ????
2,B(2),의견,아 건물 들어와써
2,B(2),의견,다른 팀 다 이미 재료 사와서 만들고있는듯 ..?
2,B(2),의견,근데 시제품이여도 일단 재료를 사와야하긴해
2,B(2),의견,다들 수업 몇시부터 ?
2,B(2),의견,오늘까지 해야한다는데 어쩌지
2,B(2),의견,그래서 우짤거임 포기야 일단 오늘은 ?
2,B(2),의견,오늘까지 또 뭐 계획서 써야하나 ?
2,B(2),의견,양식 있나
2,B(2),의견,내일 발표전까지 다시 하라 하시는데 ..?
2,B(2),의견,비상이다
2,B(2),의견,나도 .. 어쩌지 ㄹㅇ
2,B(2),의견,쓸거 많아 ? 나 밖이라
2,B(2),의견,지금 하자
2,B(2),의견,고고
2,B(2),의견,그럼 이제 제안서 써 ?
2,B(2),의견,아니 미로 계속 튕기는디 ;;;ㅠㅠㅠㅠ 내가 할거 남겨놔 …
2,B(2),의견,이제 이거만 쓰면 되는거야 ?
2,B(2),의견,technique랑 materials 부분 우리가 쓰면 될듯?
2,B(2),의견,또 준비할 거 있나 내일 발표는 어떤식으로 하는거지 ..
2,B(2),의견,materials 내가 썼어
2,B(2),의견,technique도 하나 썼는데 한 명당 하나씩 추가하며ㄴ될 듯
2,B(2),의견,우리 오늘 9시에 발표하는거야 ?
2,B(2),의견,나 조금 늦을듯 ㅠ 지금 뭐해야해 ???
2,B(2),의견,우리 발표 누가해
2,B(2),의견,고마워..파이팅
2,B(2),의견,131개의 비닐을 이용해서 presentational한 무언가 작품으로 표현
2,B(2),의견,이거 끝나고 바로 만들 수 있나
2,B(2),의견,원래 랩실 예약해야돼?
2,B(2),의견,교수님 오늘 계속 계신다 했으니까 괜찮지 않나?
2,B(2),의견,댓글 달까 ?
2,B(2),의견,했유
2,B(2),의견,모양 어떤거 할건지 정확히 정하고 다시 한번 최종적으로 검토 받은 다음에 재료 준비해서 만들기 시작하면 될 듯 ?!
2,B(2),의견,계속 거기 계시려나
2,B(2),의견,그러면 법학에서 볼까 ?
2,B(2),의견,나 동아리 때문에 11:30쯤 합류할거같긴해 ..
2,B(2),의견,오키오키 그전에 장소 옮기게 되면 알려죠
2,B(2),의견,받고 만들기 시작해야지
2,B(2),의견,그리고 난 일요일에 못 올것 같아서 오늘 내가 남아서 오래 할게 ..! 2시간 통학 오바임 ..
2,B(2),의견,오늘 어떻게 할지 확실히 정하면 시간될 때 각자 와서 해도 될듯 ?
2,B(2),의견,잉 어디 계시지
2,B(2),의견,랩에 계신가 …
2,B(2),의견,일단 법학으로 가 그래도 ????
2,B(2),의견,교수님이 안계신다 해서 ..
2,B(2),의견,3층으로 갈게 나도 지금
2,B(2),의견,*아 어디야 ?????
2,B(2),의견,여러분 자를 가위가 없는데여 ….?
2,B(2),의견,어딨는지 아시는 분?
2,B(2),의견,철사도 131번 자르면 되는거야 ~~~?
2,B(2),의견,딱 40개 했더니
2,B(2),의견,다 씀 ..
2,B(2),의견,아까 우리가 계산 잘못했네 20m면 2000cm니까 50cm하면 40개밖에 안나오네
2,B(2),의견,일단 40개 완료 ^^ 내일 더 사와서 해야할듯 ?
2,B(2),의견,노가다야 진짜
2,B(2),의견,다목적실 프린터기 옆에 뒀음 !!!!
2,B(2),의견,수고했오
2,B(2),의견,이거 언제까지지 근데 진짜
2,B(2),의견,굿굿
2,B(2),의견,오늘까지 채워?
2,B(2),의견,오키 ...
2,B(2),의견,개인당 하나씩 쓰는겨 ?
2,B(2),의견,아아 알겠오 땡큐
2,B(2),의견,우리 월요일까지 최종본 만드는거였다는데 다 된거야 ….?
2,B(2),의견,같이 실험하는 애들이 낼 최종본 발표하는거라길래 ….
2,B(2),의견,내일 발표 해주실 분 ~~ 저번처럼 하는건가
2,B(2),의견,매주 해야하나
2,B(2),의견,그 액자 사서 넣어야하는거 아냐 .????
2,B(2),의견,내일 끝나고 잠깐 할까
2,B(2),의견,오늘 끝나고 ㄱㄱ?
2,B(2),의견,금방 하지 않을까
2,B(2),의견,5시에 끝나고 다목적실 ?
2,B(2),의견,액자 사와야하나 ?
2,B(2),의견,그거말고 할거 또 있나 ?
2,B(2),의견,우리 내일 발표는 어떡할까
2,B(2),의견,좋아 !!
2,B(2),의견,발표자 두 명 같은데
2,B(2),의견,와우 ……그럼 모두가 발표해야하는거?
2,B(2),의견,아 맞아 이번주꺼 써야지
2,B(2),의견,두 명 정하면 되나 발표 ...?
2,B(2),의견,오
2,B(2),의견,아니 솔직히 나 이해가 안가 뭐 어떻게 진행되는건지 ...
2,B(2),의견,그럼 마지막 발표 *이가 해주면
2,B(2),의견,나머지 7명 중에 4명이 동기들한테 발표하는건가 ..?
2,B(2),의견,음
2,B(2),의견,1부 때 2명 2부 때 2명 ....?
2,B(2),의견,그러자 ...
2,B(2),의견,사다리?
2,B(2),의견,헉
2,B(2),의견,연장자들이 빠지게 되었네
2,B(2),의견,수고했다 ㅠㅠ 밤샜네 거의
2,B(2),의견,그리고 어제 만든 사람들 릴레이 저널 써주라
2,B(2),의견,몇 층이야 우리 오늘 ?
2,B(2),의견,* 어디야
2,B(2),의견,4층 가야해 ????
2,B(2),의견,내일 학교 와야하는거 아니지 ?
2,B(2),의견,없어
2,B(2),의견,노천에서 피자 어떤데
2,B(2),의견,수고했어 ㅠㅜㅠㅠ
2,B(2),의견,아침 ………
2,B(2),의견,나 uss 영상 촬영해야해서 30분으로 해도돼 ….?
2,B(2),의견,그거 만들어야 하는건가 ??
2,B(2),의견,박물관에서 만들기 …..?
2,B(2),의견,근데 나 내일 실험 있어서 ㅠ
2,B(2),의견,한번에 다 가야하나
2,B(2),의견,엥 실험 c조 있을걸 ….?
2,B(2),의견,6시에 가는사람 ?
2,B(2),의견,이따가 우리도 안가도 되는겨 ...?
2,B(2),의견,슬랙에 남겨둬야 하나
2,B(2),의견,이렇게 하기로 한거야 ????
2,B(2),의견,지금 가서 하고 있는 사람 있어 ??
2,B(2),의견,어떻게 하는지 모르는데 보면 알겠지 .??
2,B(2),의견,난 실험 끝나고 늦게 갈듯
2,B(2),의견,못 가 ….?
2,B(2),의견,내일 수업 전까지 해야하는거지 …?
2,B(2),의견,오늘 실험인 사람 나밖에 없나
2,B(2),의견,아 진짜 ???
2,B(2),의견,오키 ….곰아워
2,B(2),의견,나 아이프로페서 ㅠ
2,B(2),의견,가면가 ~
2,B(2),의견,우와
2,B(2),의견,이모티콘
2,B(2),의견,박물관 가야대 ?????
2,B(2),의견,내일 라프 6시까지라던데...........
2,B(2),의견,우리 낼 회식 해 ~~?
2,B(2),의견,다른 분들은여
2,B(2),의견,몇 시 ?????
2,B(2),의견,헉 ㅠ
2,B(2),의견,아님 종강하구 ㄱㄱ ?????
2,B(2),의견,종강하고 볼까 그럼 다같이 될 때
2,B(2),의견,이모티콘
2,B(2),의견,서연 내일 안돼 ㅠㅠ?
2,B(2),의견,그럼 오늘로 ?
2,B(2),의견,난 하고있어 ...........
2,B(2),의견,이모티콘
2,B(2),의견,다들 과제 이슈로 바쁘면 다른날 보던가 ~!
2,B(2),의견,acdt 발표 이슈가 있긴해 지금
2,B(2),의견,갑자기 내일 발표 맡아서 위기야
2,B(2),의견,같이 해뜰먹 하고싶다 조교님이랑
2,B(2),의견,11:30……
2,B(2),의견,ㄱㄱ
2,B(2),의견,가는중
2,B(2),의견,박물관에서 만나는거지 ??
2,B(2),의견,다들 어디얏
2,B(2),대답,웅
2,B(2),자료,사진 2장
2,B(2),자료,파일: Week 4 Assisgment_checklist.pptx
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,이거 사진은 안 넣어도 돼 ?
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,러닝 저널인가 뭔가 매주 쓰라고 하셨잖아 그래서 뭔가 활동한 사진 필요할듯 ..?
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,사진
2,B(2),자료,여기에 액자에 넣은 사진 첨부해야할 것 같은데 .?
2,B(2),자료,https://miro.com/app/board/uXjVIfTQX7g=/
2,B(2),자료,사진
2,B(2),자료,무슨 링크 ???
2,B(2),자료,미로에 이써 쿠팡 링크
2,B(2),잡담,ㅇㅋㅇㅋ
2,B(2),잡담,ㅇㅋㅇㅋ땡큐
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,베스트 작품으로 틀어줄지도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,응 ..? 진짜 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,ㅇㅋ빨리갈게 ….
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,플립러닝 보신 분 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ?
2,B(2),잡담,그니까 뭘하는건데 ㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋ그럼 일단 그거부터 두명씩 쓸까
2,B(2),잡담,처음칸 *이랑 *가 써봐 ㅋㅋㅋㅋ
2,B(2),잡담,ㅇㅋㅇㅋ 다 쓰면 톡 남겨줘
2,B(2),잡담,ㅋㅋㅋㅋ알겠어
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,오 ㅋㅋㅋㅋㅋㅋㅋ잘했네 고생했다
2,B(2),잡담,그니까 해야해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,아 ㅇㅋㅇㅋ 나갔다 다시 들어갈게
2,B(2),잡담,ㅇㅋㅇㅋ
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐여
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,?????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ첨 듣는데
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋ저녁ㅍ?
2,B(2),잡담,다 결정장애들이야 우리 ?ㅋㅋㅋㅋㅋㅋㅋㅋ
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ종강하면 *이 아예 안되는거 ?
2,B(2),잡담,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ담에 보자 그럼
2,B(2),의견 및 일정조율,내일 밤 아니면 화요일 2시?
2,B(2),의견 및 일정조율,화요일 2시 안되는사람
2,B(2),의견 및 일정조율,내일 그럼 밤 11시 어때 다들
2,B(2),의견 및 일정조율,안돼 화학 할 시간 없오 ..
2,B(2),의견 및 일정조율,오늘 11시 ?
2,B(2),의견 및 일정조율,나 9시
2,B(2),의견 및 일정조율,그럼 마지막 타임 ?
2,B(2),의견 및 일정조율,세은아 내일 3명으로 신청한거야 11-12시?
2,B(2),의견 및 일정조율,아 12-1시?
2,B(2),의견 및 일정조율,난 9시 타임이라 가능할 듯
2,B(2),의견 및 일정조율,11시 넘었다 얘들아 하자
2,B(2),의견 및 일정조율,12-1시 아냐?
2,B(2),의견 및 일정조율,다들 내일 시간 언제 가능한지 말해줘
2,B(2),의견 및 일정조율,내일 11시 다 되는거면 합주시간 옮겨볼게
2,B(2),의견 및 일정조율,11-1시 ?
2,B(2),의견 및 일정조율,몇시 하까
2,B(2),의견 및 일정조율,6시 가능?
2,B(2),의견 및 일정조율,ㅇㅋㅇㅋ 그럼 저녁팀은 6시 ?
2,B(2),의견 및 일정조율,내일 9시 전에는 안열지 …..?
2,C(2),의견,저 오늘 스파크가 있어서 괜찮을까요?ㅜㅜ
2,C(2),의견,제가 그룹 D조라서 12시쯤 끝날 것 같아요
2,C(2),의견,아니면 수업 들으면서 최대한 해보겠습니다!
2,C(2),의견,전 이거 두 개만 있어요
2,C(2),의견,더 구체적으로 하라는 것 같은데 잘 모르겠어
2,C(2),의견,그니까 화요일까지래
2,C(2),의견,그치그치
2,C(2),의견,응응
2,C(2),의견,4시일걸
2,C(2),의견,아마?
2,C(2),의견,그럴 것 같ㅇ아
2,C(2),의견,오
2,C(2),의견,근데 베스트 그룹 뽑는 거니까
2,C(2),의견,하나만 봐도 괜찮을 것 같은데
2,C(2),의견,대본??
2,C(2),의견,근데 그거 22일까지 아니야?
2,C(2),의견,아아
2,C(2),의견,오늘은 뭐 제출해여해??
2,C(2),의견,아아
2,C(2),의견,아마?
2,C(2),의견,바꾸는 거 좋은 것 같아
2,C(2),의견,2층
2,C(2),의견,거의 다 읽었네
2,C(2),의견,그거 2-3명 정도 나누라고 하셨지 않았나?
2,C(2),의견,근데 뭘 만들어야 하는 거 아니야?
2,C(2),의견,뭘 만들긴 해야 할 것 같은ㄴ데
2,C(2),의견,지피티는 다 비슷한듯
2,C(2),의견,아이고…
2,C(2),의견,예약 언제야?
2,C(2),의견,혹시 다들 어디신가요??
2,C(2),의견,운동장앞에
2,C(2),의견,건물 안으로
2,C(2),의견,근데 오늘 만드는게 최종본이래
2,C(2),의견,우리가 제대로 정한 게 없어서 어떻게 나올지 잘 모르겠아
2,C(2),의견,재료도 오늘 알았고
2,C(2),의견,수요일날 발표 아니야?
2,C(2),의견,오늘 실험 이론 있어서 재료까지 사와서 다 만들기가 시간이 애매해
2,C(2),의견,내일도 만들 수 있다고 해서
2,C(2),의견,내일 만들어야 할 것 같아
2,C(2),의견,이따 단톡에 아이디어 구체적으로 보낼테니까 다들 의견 주세요
2,C(2),의견,비닐봉지 200개로 에코백 하나를 만들건데 약간 수식 같은 거 들어가면 좋다고 하심. ex) 에코백 200번 들어야 그때부터 친환경이다를 바탕으로 수식 만들기
2,C(2),의견,톡게시판 '공지': 비닐봉지 200개로 에코백 하나를 만들건데 약간 수식 같은 거 들어가면 좋다고 하심. ex) 에코백 200번 들어야 그때부터 친환경이다를 바탕으로 수식 만들기
2,C(2),의견,재료: 비닐봉지 200개
2,C(2),의견,이렇게 해서 내일 만들면 될 것 같습니다
2,C(2),의견,이런 수식 쓰면 될 것 같아요
2,C(2),의견,나도 *이랑 똑같아
2,C(2),의견,그냥 슬랙에 있는 거 하면 될 것 같아
2,C(2),의견,나 오늘 과외라서 시간이 애매해
2,C(2),의견,지금 뭐해여해?
2,C(2),의견,근데 미로 계속 튕겨서
2,C(2),의견,일단 해야 할 부뷴 남겨줘
2,C(2),의견,나 contents에 내용 조금만 수정할게
2,C(2),의견,테크닉 썼으니까
2,C(2),의견,나머지 더 채우면 될 것 같아
2,C(2),의견,찬성
2,C(2),의견,톡게시판 '공지': 131개 비닐로 무엇인가를 만들면 됨 그리고 에코백 하나랑 같이 전시하기 ~~
2,C(2),의견,톡게시판 '투표': 선착순
2,C(2),의견,그냥 11시라고 말하면 될 것 같아
2,C(2),의견,나 10분에 도착할 것 같아
2,C(2),의견,다들 법학에 있는 거 아니야?
2,C(2),의견,우리 지금 모였으니까 그래도 오는 게 나을 것 같아
2,C(2),의견,그럼 모여서 가자
2,C(2),의견,얼른 와
2,C(2),의견,괜찮으니까 우리 와서 아이디어 내고 빨리 가자
2,C(2),의견,1. 각자 19개씩 비닐 꽃 만들기(영상 보고 따라하기)(잎사귀랑 줄기도 각자 만들어야 해요)(흰색 비닐봉지로 꽃)
2,C(2),의견,톡게시판 '공지': 1. 각자 19개씩 비닐 꽃 만들기(영상 보고 따라하기)(잎사귀랑 줄기도 각자 만들어야 해요)(흰색 비닐봉지로 꽃)
2,C(2),의견,삭제된 메시지입니다.
2,C(2),의견,삭제된 메시지입니다.
2,C(2),의견,삭제된 메시지입니다.
2,C(2),의견,음
2,C(2),의견,그럼 다시 공지 올릴게
2,C(2),의견,우산 있긴 하ㅐ
2,C(2),의견,* 언니: 철사 자르기
2,C(2),의견,톡게시판 '공지': * 언니: 철사 자르기
2,C(2),의견,톡게시판 '투표 종료 전 알림': 선착순
2,C(2),의견,톡게시판 '투표 종료': 선착순
2,C(2),의견,오키
2,C(2),의견,4층가서 하자
2,C(2),의견,근데 우리 작품 다목적실에 이ㅛ을걸
2,C(2),의견,그래
2,C(2),의견,이거 다목적실에 있어
2,C(2),의견,그냥 다이소에서 청테이프 사면 될 것 같아
2,C(2),의견,아마 줄기가 25cm 정도야
2,C(2),의견,근데 우리 꽃이 125?개 정도
2,C(2),의견,131개가 아니야
2,C(2),의견,stdt 만들기 한 거 릴레이 채워주세요
2,C(2),의견,릴레이 25% 들어간대요
2,C(2),의견,그건 모르겠어
2,C(2),의견,25% 들어간다고 하니까 좀 자세히 써야 할 것 같아
2,C(2),의견,그건 아닌데 언니는 철사 잘랐으니까 그거 쓰면 될 것 같아
2,C(2),의견,우리가 어떻게 했는지 쓰는거라서
2,C(2),의견,액자 다 완성하면 아마?
2,C(2),의견,나 일단 다목적실 왔어
2,C(2),의견,사올거면 얼른 사야해
2,C(2),의견,다들 2층으로 오세요
2,C(2),의견,이 정도
2,C(2),의견,테이프 사는 과정 찍어야해
2,C(2),의견,@*(인칼) @*(인칼) 테이프 샀어?
2,C(2),의견,그 2명씩 짝지어서 2번 동기들한테 발표하고 박물관 큐레이터나 교수님께 한 번 더 발표한대
2,C(2),의견,정하고 준비해서 발표해야 할 것 같아
2,C(2),의견,모두는 아닐걸?
2,C(2),의견,그리고 우리 내일이 마지막이니까 러닝 저널 더 채워서 제출하자
2,C(2),의견,아마
2,C(2),의견,마지막 발표는 누가 해?
2,C(2),의견,동기들한테 2번 발표하고 그 이후로 피드백 받고 수정해서 마지막에 교수님과 큐레이터께 최종발표래
2,C(2),의견,아마도
2,C(2),의견,그럼 일단 지금 최종발표 할 사람 1명 뽑을게
2,C(2),의견,샵검색: #사다리타기
2,C(2),의견,삭제된 메시지입니다.
2,C(2),의견,*이가 최종발표
2,C(2),의견,2명 따로따로 돌릴게
2,C(2),의견,샵검색: #사다리타기
2,C(2),의견,샵검색: #사다리타기
2,C(2),의견,"1차발표: *, a"
2,C(2),의견,"톡게시판 '공지': 1차발표: *, a"
2,C(2),의견,@*(인칼) 랄레이 저널 채워주고
2,C(2),의견,이거 조금 더 채워야 할 것 같아
2,C(2),의견,리플렉션 좀만 더 써봐
2,C(2),의견,너무 짧아
2,C(2),의견,힘들었던 점이나 약간 처음에는 ~가 어려웠는데 점점하면서 발전했다
2,C(2),의견,이런 식?
2,C(2),의견,지피티 ㄱㄱ
2,C(2),의견,그건 잘 모르겠어
2,C(2),의견,혹시 프린트 오래 걸려??
2,C(2),의견,뛰어올 수 있어?
2,C(2),의견,Hello. We created a work based on the theme of the paradox of eco-friendly products.
2,C(2),의견,모르겠어
2,C(2),의견,일단 영어로 하긴 했어
2,C(2),의견,이거 미로에 올려서 러닝저널 써주라
2,C(2),의견,스티커 받아야해서
2,C(2),의견,다들 올라오세요
2,C(2),의견,우리 1명이 영어로 발표해야한대
2,C(2),의견,4층
2,C(2),의견,그럼 그냥 그걸로 하자
2,C(2),의견,나도 오늘 끝나고 라프 교수님 만나야해서 할 거 남겨두면 내가 내일 오후에 할게...
2,C(2),의견,난 내일이 더 편하긴 해
2,C(2),의견,근데 오늘 가서 하는 게 액자에 끈 달고 줄기 교체하면 돼?
2,C(2),의견,쿠팡에서 시킨 거 박물관에 있어>?
2,C(2),의견,오키
2,C(2),의견,5시까지 열어준다고 하셨어
2,C(2),의견,그 전에 해야할듯
2,C(2),의견,나도 지금 가
2,C(2),의견,죄송합니다ㅜㅜㅜ늦잠을 자서 못 갔어요…
2,C(2),의견,오키
2,C(2),의견,나도 gmg인데 과제를 해야해…
2,C(2),의견,그럼 다음에 만나?
2,C(2),의견,일단 나도 밥 먹을게
2,C(2),의견,가는중
2,C(2),의견,그냥 우리 그거 치우면 끝나는 것 같아
2,C(2),의견,박스만 옮기면 끝나
2,C(2),대답,네
2,C(2),대답,응
2,C(2),대답,응
2,C(2),대답,응
2,C(2),대답,응
2,C(2),자료,사진 2장
2,C(2),자료,사진 2장
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,그리고 내일 중간중간 만드는 과정 사진 찍어서 러닝저널에 써야한대
2,C(2),자료,@*(인칼) 액자할 때 이 사진처럼 끈도 다 하는거지?
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진 2장
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,사진
2,C(2),자료,https://miro.com/app/board/uXjVIfTQX7g=/?moveToWidget=3458764627891787400&cot=14
2,C(2),잡담,ㅎㅎ
2,C(2),잡담,ㅇㅋㅇㅋ
2,C(2),잡담,ㅋㅋㅋㅋㅋㅋ
2,C(2),잡담,ㅇㅋ
